,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
274,0.0,0.04,0.01,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0
275,0.01,0.055,0.086,0.09,0.07,0.02,0.01,0.03,0.03,0.02,0.04333333333333333
276,0.0,0.015,0.01,0.025,0.1,0.05,0.0,0.08,0.0,0.0,0.0
277,0.01,0.0,0.02,0.0,0.51,0.09,0.01,0.03,0.0,0.0,0.02
278,0.0,0.03,0.08321428571428571,0.10666666666666666,0.01,0.06166666666666666,0.0,0.07933333333333333,0.0,0.01,0.0
279,0.0,0.01,0.03,0.016666666666666666,0.07,0.02333333333333333,0.01,0.0,0.0,0.01,0.0
280,0.01,0.05,0.04,0.07,0.04,0.02,0.02,0.01,0.67,0.0,0.005
281,0.0,0.04,0.06,0.06,0.125,0.03,0.02,0.02,0.0,0.0,0.01
282,0.01,0.01,0.46,0.02,0.11,0.06,0.0,0.0,0.03,0.0,0.0
283,0.0,0.02,0.02,0.011666666666666665,0.01,0.01,0.0,0.0,0.01,0.0,0.02
284,0.01,0.01,0.055,0.01,0.04,0.01,0.0,0.01,0.01,0.07,0.0
285,0.005,0.02,0.05,0.09,0.16,0.04,0.0,0.01,0.0,0.02,0.0
286,0.02,0.06666666666666667,0.078,0.04,0.045,0.06,0.0,0.01,0.03,0.0,0.0
287,0.0025,0.05,0.44,0.04,0.04,0.05,0.06,0.0,0.01,0.0,0.01
288,0.03,0.023333333333333334,0.24,0.06833333333333333,0.0925,0.05,0.0275,0.0125,0.0,0.02,0.02
289,0.01,0.048799999999999996,0.1,0.05833333333333333,0.075,0.04,0.04,0.034,0.02,0.01,0.01
290,0.0,0.02,0.02,0.01,0.09,0.07,0.0,0.01,0.0,0.03,0.0
291,0.0,0.01,0.03333333333333333,0.02,0.05,0.01,0.0,0.05,0.0,0.01,0.02
292,0.21726190476190477,0.09188095238095238,0.03666666666666667,0.11233333333333333,0.026666666666666665,0.0,0.0,0.01,0.02,0.0,0.0
293,0.02,0.03,0.095,0.06366666666666668,0.09,0.03,0.0,0.03,0.01,0.0,0.03
294,0.01,0.0,0.04,0.04,0.02,0.05,0.0,0.0,0.0,0.0,0.0
295,0.005,0.05,0.2,0.08666666666666668,0.1,0.08,0.0,0.03,0.02,0.01,0.03
296,0.0125,0.03,0.05,0.08333333333333331,0.04,0.05,0.0,0.01,0.0,0.01,0.0
297,0.0,0.02,0.03,0.04,0.06,0.28,0.0,0.0,0.0,0.0,0.0
298,0.01,0.04,0.11666666666666665,0.055,0.11,0.02333333333333333,0.0,0.01,0.03,0.0,0.01
299,0.04,0.06,0.05,0.13333333333333333,0.035,0.04,0.01,0.02,0.05,0.01,0.01
300,0.0,0.026666666666666665,0.06,0.04333333333333333,0.04,0.03,0.0,0.0,0.04,0.0,0.0
301,0.07683333333333332,0.02,0.10511904761904763,0.154,0.02,0.06666666666666667,0.01,0.09416666666666666,0.0,0.0,0.01
302,0.005,0.035,0.03,0.04,0.03,0.0,0.019333333333333334,0.01,0.01,0.0,0.01
303,0.0,0.04,0.1,0.01,0.06,0.17,0.0,0.14,0.0,0.02,0.03
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
305,0.01,0.1025,0.09,0.1825,0.16,0.01,0.0,0.05333333333333333,0.01,0.03,0.01
306,0.01,0.02,0.09666666666666666,0.075,0.05,0.03666666666666667,0.01,0.013333333333333332,0.01,0.0,0.02
307,0.0,0.01,0.03,0.01,0.18,0.17,0.01,0.02,0.0,0.0,0.0
308,0.0,0.0,0.01,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0
309,0.0,0.055,0.205,0.06166666666666667,0.07,0.05,0.03,0.06,0.0,0.0,0.02
310,0.0,0.0,0.03,0.04,0.01,0.01,0.0,0.01,0.03,0.06,0.01
311,0.0,0.01,0.0,0.05,0.235,0.09,0.01,0.02,0.0,0.0,0.0
312,0.02,0.29,0.8,0.02428571428571429,0.04,0.0,0.0,0.04,0.0,0.0,0.0
313,0.02,0.035,0.09,0.05,0.07,0.052571428571428575,0.0,0.0,0.01,0.01,0.02
314,0.0,0.05,0.055,0.07,0.04,0.06,0.0,0.04,0.0,0.06,0.013333333333333332
315,0.0,0.01,0.09,0.01,0.09,0.01,0.0,0.02333333333333333,0.0,0.0,0.02
316,0.01,0.02,0.05,0.07,0.05,0.0,0.0,0.02,0.0,0.02,0.0
317,0.01,0.01,0.04,0.0,0.0,0.01,0.0,0.01,0.78,0.0,0.0
318,0.01,0.05,0.05,0.02,0.02,0.01,0.0,0.0,0.0,0.01,0.0
319,0.01,0.015,0.10833333333333332,0.02875,0.1,0.03,0.01,0.0,0.0,0.01,0.04
320,0.03,0.01,0.0,0.04,0.03,0.0,0.0,0.01,0.93,0.0,0.0
321,0.01,0.0,0.03,0.04,0.027142857142857146,0.0,0.0,0.03,0.02,0.0,0.02
322,0.005,0.02,0.0,0.13666666666666666,0.0375,0.04,0.0,0.01,0.01,0.0,0.0
323,0.0,0.01,0.91,0.01,0.03,0.03,0.0,0.01,0.0,0.01,0.01
324,0.01,0.06333333333333332,0.02,0.08,0.09,0.05,0.0,0.06,0.0,0.0,0.0
325,0.02333333333333333,0.03,0.06,0.08,0.08,0.07,0.0,0.01,0.1,0.0,0.02
326,0.0,0.0,0.1,0.01,0.28,0.04,0.0,0.0,0.0,0.0,0.0
327,0.0,0.01,0.02,0.02,0.06,0.01,0.01,0.03,0.0,0.0,0.03
328,0.0,0.10800000000000001,0.04,0.16,0.09,0.07,0.01,0.0,0.0,0.0,0.01
329,0.01,0.026666666666666665,0.05,0.02,0.62,0.24,0.01,0.02,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.11833333333333332,0.01,0.0,0.0,0.0,0.0,0.0
331,0.04,0.05,0.15,0.1,0.13,0.03,0.02,0.09,0.04,0.0,0.02
332,0.03,0.025,0.105,0.10452380952380952,0.20266666666666666,0.045,0.0,0.005,0.01,0.01,0.01
333,0.01,0.045,0.2815,0.02,0.01,0.04,0.0225,0.01,0.01,0.01,0.01
334,0.0,0.065,0.29,0.06666666666666667,0.03,0.02,0.0,0.0,0.0,0.0,0.01
335,0.0,0.01,0.03,0.01,0.22,0.08,0.0,0.0,0.0,0.0,0.0
336,0.01,0.04,0.505,0.01,0.04,0.02,0.03,0.0,0.01,0.01,0.02
337,0.01,0.04,0.04,0.035,0.01,0.0,0.0,0.005,0.73,0.0,0.01
338,0.01,0.01,0.105,0.03666666666666667,0.03333333333333333,0.05,0.04,0.02,0.01,0.0,0.02
339,0.0,0.03,0.07,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0
340,0.0,0.02,0.14,0.13,0.16,0.05,0.0,0.0,0.0,0.01,0.0
341,0.02,0.013333333333333332,0.09566666666666666,0.006999999999999999,0.05,0.05,0.06333333333333332,0.04,0.01,0.0,0.01
342,0.0,0.0,0.04,0.007333333333333334,0.01,0.03,0.0,0.0,0.02,0.0,0.0
343,0.01,0.062,0.12,0.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0
344,0.01,0.04,0.03,0.04533333333333333,0.02,0.0,0.027000000000000003,0.011666666666666667,0.79,0.03,0.0
345,0.01,0.0,0.34,0.01,0.19,0.02,0.0,0.01,0.0,0.0,0.03
346,0.0,0.03,0.07333333333333333,0.07333333333333333,0.06666666666666667,0.25,0.0,0.0,0.0,0.0,0.01
347,0.01,0.02,0.08,0.06,0.07333333333333333,0.015,0.01,0.01,0.0,0.0,0.0
348,0.0,0.03,0.15,0.06,0.21,0.1,0.0,0.0,0.02,0.01,0.0
349,0.04333333333333333,0.05566666666666667,0.08,0.13466666666666666,0.085,0.055,0.05,0.074,0.03,0.01,0.01
350,0.05,0.056666666666666664,0.18333333333333332,0.13333333333333333,0.09666666666666668,0.03,0.03,0.042,0.02,0.02,0.07
351,0.0,0.01,0.02,0.02,0.05,0.08,0.0,0.0,0.0,0.0,0.0
352,0.0,0.0,0.04,0.03,0.06,0.07,0.0,0.0,0.0,0.0,0.0
353,0.02,0.01,0.11133333333333334,0.045,0.09,0.09,0.0,0.0425,0.0,0.0,0.02
354,0.0,0.0,0.0,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0
355,0.015,0.01,0.12,0.07666666666666666,0.08,0.02,0.0,0.04,0.03,0.01,0.02
356,0.0,0.0,0.01,0.01,0.05,0.1,0.0,0.02,0.0,0.0,0.01
357,0.01,0.02,0.135,0.03666666666666667,0.14,0.04,0.0,0.01,0.01,0.02,0.0
358,0.0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0
359,0.0,0.0,0.01,0.005,0.29,0.02,0.0,0.0,0.0,0.0,0.0
360,0.0,0.03,0.23,0.09,0.095,0.01,0.0,0.0,0.03,0.02,0.0
361,0.02,0.04,0.15,0.06766666666666667,0.025,0.054000000000000006,0.03,0.025,0.02,0.02,0.03
362,0.0,0.015,0.08,0.07166666666666666,0.07,0.06,0.0,0.04,0.0,0.0,0.01
363,0.05949999999999999,0.04416666666666666,0.11028571428571428,0.20783333333333334,0.03,0.18666666666666668,0.0,0.09533333333333333,0.01,0.0,0.04
364,0.025,0.04,0.06666666666666667,0.035,0.013333333333333332,0.04,0.01,0.0,0.02,0.01,0.06
365,0.02,0.03,0.05,0.02,0.02,0.07,0.01,0.01,0.68,0.01,0.0
366,0.02,0.02,0.02,0.05,0.46,0.08,0.02,0.02333333333333333,0.01,0.0,0.0
367,0.03,0.0425,0.14,0.03,0.215,0.03,0.0,0.01,0.01,0.0,0.0
368,0.0,0.0,0.18,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.0
369,0.0,0.01,0.06166666666666666,0.09,0.08,0.09,0.0,0.0,0.0,0.0,0.01
370,0.0,0.0,0.07,0.01,0.05,0.11,0.0,0.0,0.0,0.0,0.0
371,0.0,0.0,0.25,0.016666666666666666,0.08,0.01,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0
373,0.006,0.035,0.14166666666666666,0.01,0.08,0.0642857142857143,0.0,0.0,0.02,0.0,0.03333333333333333
374,0.0,0.01,0.465,0.02,0.07333333333333333,0.0,0.0,0.02,0.0,0.02,0.01
375,0.01,0.0525,0.06,0.11,0.055,0.02,0.01,0.04,0.02,0.0,0.0
376,0.0,0.01,0.09,0.04666666666666666,0.062,0.05,0.0,0.0,0.41,0.01,0.01
377,0.01,0.065,0.07,0.165,0.04166666666666666,0.016,0.01,0.0,0.01,0.0,0.01
378,0.0,0.05,0.2,0.08,0.04,0.06,0.0,0.01,0.0,0.0,0.0
379,0.02,0.03,0.09,0.04666666666666666,0.05,0.03,0.05333333333333333,0.04,0.0,0.0,0.07
380,0.04,0.02,0.0,0.075,0.02,0.01,0.0,0.01,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.01,0.0,0.0,0.0
382,0.0,0.02,0.05,0.03666666666666667,0.03,0.04,0.0,0.0,0.0,0.0,0.02
383,0.02,0.0425,0.045,0.04702380952380952,0.07583333333333334,0.04,0.0,0.0,0.01,0.0,0.0
384,0.03,0.165,0.15,0.54,0.04666666666666667,0.07,0.03333333333333333,0.05833333333333334,0.07,0.01,0.03
385,0.0,0.05,0.09,0.07933333333333334,0.08,0.05,0.0,0.01,0.0,0.0,0.0
386,0.0,0.0,0.02,0.0,0.06,0.14,0.0,0.0,0.0,0.0,0.0
387,0.0,0.0,0.03,0.01,0.05,0.03,0.0,0.0,0.0,0.0,0.0
388,0.01,0.087,0.06,0.2,0.01,0.0,0.02,0.0225,0.07,0.0,0.02
389,0.0,0.02,0.07,0.02,0.05,0.02,0.01,0.01,0.0,0.04,0.025
390,0.01,0.016666666666666666,0.0,0.03,0.02,0.013333333333333332,0.0,0.0,0.0,0.0,0.0
391,0.01,0.045,0.03,0.07,0.05,0.0,0.01,0.0,0.01,0.0,0.0
392,0.03,0.064,0.15366666666666665,0.155,0.07,0.085,0.005,0.028333333333333332,0.03,0.0,0.035
393,0.0,0.0225,0.02,0.012,0.52,0.34,0.03,0.01,0.01,0.0,0.0
394,0.01,0.008333333333333333,0.594,0.33183333333333337,0.1456666666666667,0.01,0.01,0.01,0.0,0.0,0.0
395,0.006666666666666666,0.03,0.10400000000000001,0.04666666666666666,0.07333333333333333,0.01,0.02,0.01,0.06,0.0,0.02
396,0.0,0.08,0.37,0.08,0.09,0.04,0.01,0.02,0.02,0.01,0.011428571428571429
397,0.01,0.01,0.2583333333333333,0.04,0.1,0.052000000000000005,0.02,0.04,0.0,0.01,0.0
398,0.01,0.0,0.06904761904761904,0.13333333333333333,0.04,0.056666666666666664,0.0,0.04,0.01,0.01,0.01
399,0.02,0.05,0.05,0.01,0.005,0.01,0.0,0.02,0.91,0.0,0.0
400,0.03,0.03,0.08,0.011666666666666665,0.13,0.065,0.02,0.02,0.0,0.0,0.0
401,0.01,0.03,0.08,0.05333333333333333,0.023333333333333334,0.03,0.02,0.01,0.0,0.0,0.04
402,0.0,0.025,0.04,0.02,0.0375,0.02,0.015,0.0,0.01,0.0,0.02
403,0.0,0.1,0.0,0.26,0.07,0.03,0.0,0.0,0.0,0.01,0.0
404,0.01,0.06333333333333332,0.085,0.06333333333333332,0.08839999999999999,0.02,0.01,0.02,0.0,0.01,0.03
405,0.01,0.0,0.01,0.02,0.21,0.1,0.0,0.0,0.0,0.0,0.0
406,0.0,0.0,0.07,0.04,0.15,0.07666666666666666,0.01,0.055,0.02,0.01,0.01
407,0.0,0.03,0.03,0.15,0.16,0.02,0.0,0.0,0.0,0.0,0.0
408,0.0,0.01,0.04,0.05,0.05,0.06,0.0,0.0,0.0,0.0,0.0
409,0.0,0.14,0.11,0.045,0.15,0.16,0.0,0.01,0.02,0.0,0.0
410,0.0,0.0,0.0,0.07,0.03,0.37,0.0,0.0,0.0,0.0,0.0
411,0.0,0.027999999999999997,0.09833333333333334,0.07766666666666666,0.1075,0.08,0.01,0.02,0.0,0.0,0.0
412,0.03166666666666666,0.013333333333333332,0.5360238095238095,0.0925,0.09,0.07400000000000001,0.4002857142857143,0.02,0.0,0.0,0.0
413,0.01,0.01,0.1,0.0725,0.0605,0.02,0.01,0.07,0.02,0.0,0.01
414,0.03,0.0,0.01,0.03,0.03,0.02,0.02,0.0,0.0,0.0,0.01
415,0.07,0.08,0.26666666666666666,0.09,0.20666666666666664,0.03,0.01,0.055,0.0,0.0,0.08
416,0.0,0.04,0.11,0.0675,0.1625,0.15433333333333332,0.01,0.01,0.02,0.0,0.01
417,0.018285714285714284,0.012055555555555557,0.76,0.3583333333333333,0.13833333333333334,0.02,0.0,0.02,0.0,0.0,0.01
418,0.02,0.0,0.12,0.0675,0.026666666666666665,0.02,0.01,0.02,0.31,0.01,0.0
419,0.0,0.0,0.21,0.05,0.105,0.07,0.0,0.02,0.03,0.0,0.03
420,0.01,0.11,0.04,0.14,0.03,0.03166666666666666,0.0,0.01,0.0,0.0,0.01
421,0.10666666666666666,0.03,0.06,0.03166666666666666,0.10458333333333332,0.10221428571428572,0.003333333333333333,0.01,0.02,0.0,0.03
422,0.03583333333333333,0.06,0.15,0.10133333333333333,0.11633333333333334,0.18766666666666665,0.02,0.01,0.02,0.0,0.03
423,0.0,0.01,0.02,0.0,0.11,0.51,0.01,0.0,0.01,0.01,0.0
424,0.01,0.105,0.11333333333333333,0.14305555555555555,0.07,0.03666666666666667,0.01,0.015,0.02,0.0,0.01
425,0.01,0.02,0.06,0.049166666666666664,0.115,0.02,0.01,0.01,0.01,0.0,0.0
426,0.01,0.02333333333333333,0.48333333333333334,0.16333333333333333,0.05,0.01,0.0,0.002,0.07,0.0,0.0
427,0.01,0.015,0.04333333333333333,0.095,0.15666666666666665,0.1025,0.0,0.02,0.03,0.0,0.01
428,0.0,0.0,0.01,0.03,0.16,0.05,0.0,0.08,0.0,0.01,0.0
429,0.0,0.0,0.08,0.0,0.21,0.08,0.0,0.005,0.0,0.0,0.01
430,0.0,0.07733333333333334,0.07738095238095238,0.3375,0.03,0.145,0.01,0.01,0.0,0.01,0.02
431,0.0,0.005,0.095,0.07,0.04,0.01,0.01,0.01,0.0,0.04,0.06
432,0.03,0.01,0.0175,0.04,0.02,0.01,0.01,0.01,0.9,0.01,0.0
433,0.0175,0.02,0.1,0.03,0.43,0.01,0.04,0.0,0.01,0.0,0.0
434,0.04,0.03,0.09,0.08,0.05,0.03,0.01,0.04,0.01,0.02,0.02
435,0.01,0.0325,0.2633333333333333,0.065,0.06,0.03,0.0,0.0,0.05,0.0,0.0
436,0.19247402597402596,0.17,0.08416666666666667,0.41583333333333333,0.03,0.055,0.02,0.00125,0.03,0.02,0.0
437,0.0,0.01,0.11,0.01,0.04,0.03,0.04,0.0,0.02,0.01,0.0
438,0.0,0.03,0.14400000000000002,0.016,0.02,0.01,0.01,0.02,0.0,0.0,0.01
439,0.0,0.04,0.02,0.13,0.01,0.02,0.0,0.0,0.0,0.0,0.0
440,0.0,0.0,0.22,0.02,0.1,0.08,0.0,0.01,0.0,0.0,0.0
441,0.02,0.18116666666666667,0.13133333333333333,0.38650000000000007,0.06,0.15500000000000003,0.0,0.0,0.0,0.0,0.03
442,0.016666666666666666,0.02,0.1,0.075,0.023333333333333334,0.02,0.0,0.0,0.3,0.0,0.0
443,0.02,0.02,0.18,0.062,0.06,0.0,0.0,0.02,0.0,0.01,0.02
444,0.0,0.0,0.03,0.02,0.01,0.02,0.0,0.0,0.0,0.03,0.0
445,0.0,0.01,0.59,0.04,0.05333333333333333,0.03,0.0225,0.01,0.03,0.0,0.01
446,0.0,0.05,0.03,0.18,0.1,0.02,0.0,0.0,0.0,0.0,0.0
447,0.0,0.0,0.07,0.01,0.15,0.17,0.0,0.01,0.0,0.01,0.0
448,0.0,0.01,0.04,0.05,0.1,0.04,0.0,0.0,0.0,0.0,0.0
449,0.02,0.025,0.04,0.03,0.02,0.03,0.0175,0.02,0.01,0.0,0.01
450,0.0,0.0,0.03,0.0,0.39,0.18,0.0,0.01,0.0,0.0,0.0
451,0.0,0.05,0.04666666666666666,0.01,0.23,0.03,0.01,0.03,0.01,0.01,0.0
452,0.03,0.05,0.13666666666666666,0.08666666666666668,0.09,0.03,0.04,0.025,0.03,0.01,0.06
453,0.0,0.05666666666666667,0.19,0.03,0.06,0.03,0.03,0.02,0.02,0.01,0.16
454,0.0,0.0,0.05,0.01,0.2,0.06,0.0,0.0,0.0,0.01,0.01
455,0.03,0.08666666666666666,0.08333333333333331,0.06,0.07785714285714286,0.06333333333333332,0.01,0.01,0.01,0.0,0.03
456,0.0,0.01,0.0,0.0,0.38,0.16,0.0,0.01,0.0,0.0,0.0
457,0.0,0.045,0.01,0.005,0.02,0.01,0.0,0.02,0.0,0.0,0.0
458,0.0,0.48,0.38,0.53,0.03,0.03,0.01,0.0,0.0,0.0,0.03
459,0.01,0.02,0.195,0.02,0.02,0.02,0.01,0.0,0.01,0.01,0.0
460,0.19366666666666668,0.0,0.0,0.162,0.40695238095238095,0.01,0.01,0.005,0.0,0.0,0.0
461,0.04,0.027999999999999997,0.03,0.05,0.04,0.01,0.0,0.006666666666666666,0.58,0.01,0.02
462,0.0,0.04,0.05,0.02,0.048,0.06,0.0,0.0,0.0,0.0,0.0
463,0.0,0.03,0.04,0.02666666666666667,0.15,0.1,0.0,0.012,0.0,0.0,0.0
464,0.02,0.02,0.03,0.02,0.23,0.13,0.0,0.0,0.0,0.0,0.0
465,0.0,0.0,0.02,0.04,0.02,0.02,0.0,0.01,0.99,0.01,0.012
466,0.0,0.0,0.02,0.0,0.05833333333333333,0.0,0.0,0.0,0.0,0.01,0.0
467,0.01,0.01,0.03,0.0,0.28,0.335,0.0,0.02,0.0,0.0,0.0
468,0.02,0.0,0.14,0.026000000000000002,0.06,0.03,0.0,0.01,0.0,0.0,0.0
469,0.0,0.01,0.08,0.01,0.08,0.14,0.02,0.01,0.0,0.0,0.0
470,0.0,0.04,0.265,0.02,0.06,0.165,0.0,0.01,0.02,0.0,0.0
471,0.0,0.01,0.06666666666666667,0.03375,0.07333333333333333,0.085,0.0,0.0,0.0,0.0,0.0
472,0.02,0.035,0.19333333333333336,0.065,0.09,0.03,0.0,0.0,0.0,0.06,0.03
473,0.0,0.0,0.0,0.03,0.08,0.21,0.0,0.0,0.0,0.0,0.0
474,0.015,0.0,0.21166666666666667,0.13333333333333333,0.11833333333333335,0.06,0.01,0.08333333333333331,0.02,0.02,0.0
475,0.015,0.01,0.6313333333333333,0.17166666666666663,0.045,0.0,0.0,0.0,0.0,0.0,0.01
476,0.0,0.0,0.16233333333333333,0.06833333333333333,0.07,0.03,0.0,0.02,0.0,0.0,0.01
477,0.0,0.04,0.04,0.02,0.03666666666666667,0.0575,0.01,0.02,0.0,0.0,0.02
478,0.0,0.01,0.5225,0.0,0.02,0.03,0.03,0.43221428571428566,0.0,0.0,0.05
479,0.0,0.0,0.58,0.065,0.0,0.01,0.0,0.02,0.0,0.0,0.0
480,0.03,0.61,0.61,0.65,0.02,0.02,0.12,0.035,0.01,0.0,0.0
481,0.01,0.0,0.085,0.025,0.065,0.01,0.0,0.005,0.01,0.0,0.0
482,0.01,0.04,0.065,0.06333333333333334,0.19,0.29,0.0,0.09,0.0,0.0,0.01
483,0.0,0.09833333333333334,0.08,0.1,0.071,0.09,0.03,0.05,0.0,0.0,0.0
484,0.0,0.07333333333333333,0.33833333333333326,0.13633333333333333,0.01,0.0,0.02,0.04,0.03,0.01,0.01
485,0.0,0.05238095238095238,0.17,0.05,0.075,0.05,0.0,0.02,0.04,0.0,0.0
486,0.0,0.01,0.0,0.01,0.46,0.21,0.0,0.01,0.0,0.0,0.0
487,0.0,0.03,0.24,0.03833333333333333,0.06,0.01,0.0,0.06,0.0,0.0,0.0
488,0.0,0.0,0.02,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0
489,0.0,0.03,0.06,0.013999999999999999,0.19,0.09,0.0,0.01,0.0,0.0,0.0
490,0.0215,0.1,0.13,0.03,0.02,0.03,0.0,0.04166666666666667,0.01,0.05,0.05
491,0.02,0.04,0.5163333333333334,0.07535714285714286,0.07,0.01,0.0,0.01,0.02,0.0,0.02
492,0.0,0.09916666666666667,0.07,0.12166666666666667,0.01,0.01,0.01,0.0,0.01,0.0,0.03
493,0.0,0.0,0.01,0.0,0.375,0.01,0.0,0.0,0.0,0.0,0.0
494,0.003333333333333333,0.02,0.09,0.01,0.045,0.01,0.0,0.1,0.0,0.0,0.08
495,0.02,0.105,0.11,0.29,0.1,0.04,0.005,0.04,0.04,0.0,0.0025
496,0.035,0.02,0.15,0.025,0.05,0.0,0.06,0.01,0.01,0.0,0.0
497,0.0,0.01,0.12,0.0,0.02,0.0,0.0,0.0,0.02,0.56,0.0
498,0.01,0.02,0.14,0.04,0.03,0.01,0.01,0.01,0.73,0.02,0.0
499,0.0,0.025,0.05,0.14666666666666667,0.04,0.01,0.02,0.01,0.0,0.0,0.01
500,0.0,0.02,0.18,0.03,0.03,0.28,0.0,0.0,0.01,0.0,0.0
501,0.0,0.0,0.03,0.01,0.69,0.25,0.01,0.01,0.0,0.0,0.0
502,0.0,0.03,0.08666666666666668,0.05333333333333333,0.11,0.05,0.0,0.01,0.04,0.01,0.03
503,0.0,0.07,0.7,0.08,0.04,0.0,0.0,0.08,0.0,0.0,0.0
504,0.0,0.01,0.02,0.05,0.05,0.02,0.01,0.09,0.01,0.0,0.01
505,0.01,0.02,0.05,0.035,0.03,0.04,0.0,0.01,0.71,0.0,0.01
506,0.02,0.05,0.15666666666666665,0.13,0.036000000000000004,0.03,0.0,0.01,0.0,0.06,0.0
507,0.02,0.0,0.15,0.02,0.4,0.2,0.01,0.0,0.01,0.0,0.0
508,0.01,0.0,0.1,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0
509,0.02,0.02,0.06,0.3438333333333333,0.04,0.0175,0.01,0.16916666666666663,0.01,0.0,0.0
510,0.015,0.01,0.04,0.185,0.1,0.03,0.02,0.02,0.02,0.0,0.0
511,0.01,0.01,0.11,0.03,0.22,0.05,0.03,0.015,0.0,0.01,0.02
512,0.003333333333333333,0.03,0.085,0.05516666666666667,0.06666666666666667,0.052000000000000005,0.0,0.0,0.0,0.0,0.015
513,0.02,0.025,0.13666666666666666,0.035,0.07,0.03666666666666667,0.03,0.04,0.0,0.05,0.1
514,0.02,0.01,0.0,0.013333333333333332,0.08954545454545455,0.03,0.03,0.02,0.01,0.0,0.04
515,0.04,0.02,0.035,0.04166666666666666,0.11,0.07,0.0,0.0,0.02,0.01,0.0
516,0.0,0.0,0.06,0.02,0.09,0.08,0.0,0.0,0.0,0.0,0.0
517,0.0,0.03,0.02,0.01,0.0,0.04,0.0,0.01,0.0,0.0,0.0
518,0.0,0.01,0.05,0.07,0.02,0.0,0.0,0.07,0.02,0.0,0.02
519,0.4458095238095238,0.03,0.44366666666666676,0.0,0.0,0.0,0.01,0.4323809523809524,0.0,0.0,0.055
520,0.01,0.04,0.0325,0.05333333333333333,0.06,0.06,0.0,0.03,0.06,0.0,0.03
521,0.0,0.02,0.0,0.0,0.69,0.05,0.02,0.0175,0.01,0.01,0.0
522,0.0,0.0,0.18,0.02,0.01,0.0,0.0,0.02,0.0,0.0,0.0
523,0.0,0.04,0.05,0.055,0.02,0.01,0.0,0.0,0.73,0.0,0.0
524,0.0,0.01,0.16,0.03,0.06,0.01,0.01,0.02,0.0,0.0,0.0
525,0.03,0.06,0.08,0.6,0.04333333333333334,0.01,0.01,0.0,0.01,0.0,0.0
526,0.01,0.0,0.1,0.11,0.08,0.05,0.02,0.05,0.0,0.0,0.0
527,0.0,0.0,0.05,0.01,0.02,0.02,0.0,0.0,0.02,0.64,0.01
528,0.0,0.0,0.03,0.01,0.58,0.05,0.01,0.01,0.0,0.0,0.0
529,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0
530,0.02,0.0525,0.085,0.09333333333333334,0.09333333333333332,0.08619047619047619,0.01,0.02,0.06,0.0,0.06
531,0.03,0.01,0.7933333333333334,0.02,0.05,0.04,0.03333333333333333,0.0,0.01,0.0,0.0
532,0.01,0.05,0.065,0.01,0.07,0.04,0.02,0.01,0.0,0.02,0.0
533,0.01,0.04333333333333333,0.07,0.045,0.14,0.03,0.0,0.01,0.0,0.01,0.01
534,0.01,0.19,0.19833333333333336,0.13666666666666666,0.05,0.0675,0.01,0.035,0.0,0.01,0.0
535,0.06,0.05,0.17,0.09,0.09666666666666666,0.11,0.04,0.01,0.02,0.01,0.023333333333333334
536,0.0,0.0,0.02,0.02,0.04,0.07,0.0,0.0,0.0,0.0,0.0
537,0.0,0.02,0.1,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0
538,0.01,0.03,0.05,0.0,0.16,0.07,0.0,0.01,0.01,0.0,0.0
539,0.0,0.02,0.09,0.02,0.02,0.01,0.0,0.03,0.0,0.0,0.0
540,0.03,0.03,0.05333333333333333,0.05,0.04,0.045,0.0,0.0,0.02,0.0,0.04
541,0.01,0.025,0.0,0.03,0.0,0.015,0.0,0.0,0.96,0.0,0.01
542,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.61,0.0,0.0
543,0.02,0.02,0.03,0.03,0.17,0.24833333333333335,0.0,0.06,0.0,0.03,0.0
544,0.03,0.055,0.225,0.04,0.129,0.07,0.0,0.03,0.05,0.0,0.01
545,0.01,0.09,0.9,0.07,0.16,0.02,0.0,0.02,0.0,0.0,0.0
546,0.0,0.12,0.44,0.04,0.24,0.0,0.0,0.0,0.01,0.0,0.0
547,0.0,0.0,0.04,0.0,0.29,0.23,0.0,0.01,0.0,0.0,0.0
548,0.0,0.015,0.04,0.02,0.04,0.04666666666666666,0.0,0.02,0.0,0.0,0.0
